activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
427720,17789390,[],CHEMBL3888991,"Cellular Assay: Assay a) HT29 cells (ECACC #85061109) were seeded into 384 well assay plates (Costar #3712) at a density of 3500 cells/well in 40 μl EMEM medium containing 1% L glutamine and 10% FBS and allowed to adhere overnight. The following morning compounds of Formula (I) in 100% DMSO were added to assay plates by acoustic dispensing. After 1 h incubation at 37° C. and 5% CO2 plates (up to 6 at a time) were irradiated using the X-RAD 320 instrument (PXi) with equivalent to Ë¿600 cGy. Plates were returned to the incubator for a further 1 h. Then cells were fixed by adding 20 μl of 3.7% formaldehyde in PBS solution and incubating for 20 minutes at r.t. before being washed with 50 μl/well PBS, using a Biotek EL405 plate washer. Then 20 μ 0.1% Triton X100 in PBS was added and incubated for 20 minutes at r.t., to permeabalise cells. Then the plates were washed once with 50 μl/well PBS, using a Biotek EL405 plate washer. Phospho-ATM Ser1981 antibody (Millipore #MAB3806) was diluted 10000 fold in PBS containing 0.05% polysorbate/Tween and 3% BSA and 20 μl was added to each well and incubated over night at r.t. The next morning plates were washed three times with 50 μl/well PBS, using a Biotek EL405 plate washer, and then 20 μl of secondary Ab solution, containing 500 fold diluted Alexa Fluor® 488 Goat anti-rabbit IgG (Life Technologies, A11001) and 0.002 mg/ml Hoeschst dye (Life technologies #H-3570), in PBS containing 0.05% polysorbate/Tween and 3% BSA, was added. After 1 h incubation at r.t., the plates were washed three times with 50 μl/well PBS, using a Biotek EL405 plate washer, and plates were sealed and kept in PBS at 4° C. until read. Plates were read using an ArrayScan VTI instrument, using an XF53 filter with 10× objective. A two laser set up was used to analyse nuclear staining with Hoeschst (405 nm) and secondary antibody staining of pSer1981 (488 nm).",B,,,BAO_0000190,BAO_0000219,cell-based format,CN(C)CCCOc1ccc(-c2cc3c(cc2F)ncc2c3n([C@H]3CCCOC3)c(=O)n2C)c(F)n1,,,CHEMBL3886912,,2016,"{'bei': '18.07', 'le': '0.34', 'lle': '5.08', 'sei': '12.08'}",CHEMBL3891448,,CHEMBL3891448,8.99,0,http://www.openphacts.org/units/Nanomolar,2893712,=,37,1,=,,IC50,nM,,1.02,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,nM,UO_0000065,,1.02
427721,17789391,[],CHEMBL3888991,"Cellular Assay: Assay a) HT29 cells (ECACC #85061109) were seeded into 384 well assay plates (Costar #3712) at a density of 3500 cells/well in 40 μl EMEM medium containing 1% L glutamine and 10% FBS and allowed to adhere overnight. The following morning compounds of Formula (I) in 100% DMSO were added to assay plates by acoustic dispensing. After 1 h incubation at 37° C. and 5% CO2 plates (up to 6 at a time) were irradiated using the X-RAD 320 instrument (PXi) with equivalent to Ë¿600 cGy. Plates were returned to the incubator for a further 1 h. Then cells were fixed by adding 20 μl of 3.7% formaldehyde in PBS solution and incubating for 20 minutes at r.t. before being washed with 50 μl/well PBS, using a Biotek EL405 plate washer. Then 20 μ 0.1% Triton X100 in PBS was added and incubated for 20 minutes at r.t., to permeabalise cells. Then the plates were washed once with 50 μl/well PBS, using a Biotek EL405 plate washer. Phospho-ATM Ser1981 antibody (Millipore #MAB3806) was diluted 10000 fold in PBS containing 0.05% polysorbate/Tween and 3% BSA and 20 μl was added to each well and incubated over night at r.t. The next morning plates were washed three times with 50 μl/well PBS, using a Biotek EL405 plate washer, and then 20 μl of secondary Ab solution, containing 500 fold diluted Alexa Fluor® 488 Goat anti-rabbit IgG (Life Technologies, A11001) and 0.002 mg/ml Hoeschst dye (Life technologies #H-3570), in PBS containing 0.05% polysorbate/Tween and 3% BSA, was added. After 1 h incubation at r.t., the plates were washed three times with 50 μl/well PBS, using a Biotek EL405 plate washer, and plates were sealed and kept in PBS at 4° C. until read. Plates were read using an ArrayScan VTI instrument, using an XF53 filter with 10× objective. A two laser set up was used to analyse nuclear staining with Hoeschst (405 nm) and secondary antibody staining of pSer1981 (488 nm).",B,,,BAO_0000190,BAO_0000219,cell-based format,CN(C)CCCOc1ccc(-c2ccc3ncc4c(c3c2)n([C@H]2CCOC2)c(=O)n4C)c(F)n1,,,CHEMBL3886912,,2016,"{'bei': '19.06', 'le': '0.36', 'lle': '5.49', 'sei': '11.92'}",CHEMBL3955067,,CHEMBL3955067,8.87,0,http://www.openphacts.org/units/Nanomolar,2893713,=,37,1,=,,IC50,nM,,1.34,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,nM,UO_0000065,,1.34
427722,17789392,[],CHEMBL3888991,"Cellular Assay: Assay a) HT29 cells (ECACC #85061109) were seeded into 384 well assay plates (Costar #3712) at a density of 3500 cells/well in 40 μl EMEM medium containing 1% L glutamine and 10% FBS and allowed to adhere overnight. The following morning compounds of Formula (I) in 100% DMSO were added to assay plates by acoustic dispensing. After 1 h incubation at 37° C. and 5% CO2 plates (up to 6 at a time) were irradiated using the X-RAD 320 instrument (PXi) with equivalent to Ë¿600 cGy. Plates were returned to the incubator for a further 1 h. Then cells were fixed by adding 20 μl of 3.7% formaldehyde in PBS solution and incubating for 20 minutes at r.t. before being washed with 50 μl/well PBS, using a Biotek EL405 plate washer. Then 20 μ 0.1% Triton X100 in PBS was added and incubated for 20 minutes at r.t., to permeabalise cells. Then the plates were washed once with 50 μl/well PBS, using a Biotek EL405 plate washer. Phospho-ATM Ser1981 antibody (Millipore #MAB3806) was diluted 10000 fold in PBS containing 0.05% polysorbate/Tween and 3% BSA and 20 μl was added to each well and incubated over night at r.t. The next morning plates were washed three times with 50 μl/well PBS, using a Biotek EL405 plate washer, and then 20 μl of secondary Ab solution, containing 500 fold diluted Alexa Fluor® 488 Goat anti-rabbit IgG (Life Technologies, A11001) and 0.002 mg/ml Hoeschst dye (Life technologies #H-3570), in PBS containing 0.05% polysorbate/Tween and 3% BSA, was added. After 1 h incubation at r.t., the plates were washed three times with 50 μl/well PBS, using a Biotek EL405 plate washer, and plates were sealed and kept in PBS at 4° C. until read. Plates were read using an ArrayScan VTI instrument, using an XF53 filter with 10× objective. A two laser set up was used to analyse nuclear staining with Hoeschst (405 nm) and secondary antibody staining of pSer1981 (488 nm).",B,,,BAO_0000190,BAO_0000219,cell-based format,CN(C)CCCOc1ccc(-c2ccc3ncc4c(c3c2)n([C@@H]2CCOC2)c(=O)n4C)c(F)n1,,,CHEMBL3886912,,2016,"{'bei': '18.99', 'le': '0.36', 'lle': '5.46', 'sei': '11.88'}",CHEMBL4108353,,CHEMBL4108353,8.84,0,http://www.openphacts.org/units/Nanomolar,2893714,=,37,1,=,,IC50,nM,,1.44,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,nM,UO_0000065,,1.44
427723,17789393,[],CHEMBL3888991,"Cellular Assay: Assay a) HT29 cells (ECACC #85061109) were seeded into 384 well assay plates (Costar #3712) at a density of 3500 cells/well in 40 μl EMEM medium containing 1% L glutamine and 10% FBS and allowed to adhere overnight. The following morning compounds of Formula (I) in 100% DMSO were added to assay plates by acoustic dispensing. After 1 h incubation at 37° C. and 5% CO2 plates (up to 6 at a time) were irradiated using the X-RAD 320 instrument (PXi) with equivalent to Ë¿600 cGy. Plates were returned to the incubator for a further 1 h. Then cells were fixed by adding 20 μl of 3.7% formaldehyde in PBS solution and incubating for 20 minutes at r.t. before being washed with 50 μl/well PBS, using a Biotek EL405 plate washer. Then 20 μ 0.1% Triton X100 in PBS was added and incubated for 20 minutes at r.t., to permeabalise cells. Then the plates were washed once with 50 μl/well PBS, using a Biotek EL405 plate washer. Phospho-ATM Ser1981 antibody (Millipore #MAB3806) was diluted 10000 fold in PBS containing 0.05% polysorbate/Tween and 3% BSA and 20 μl was added to each well and incubated over night at r.t. The next morning plates were washed three times with 50 μl/well PBS, using a Biotek EL405 plate washer, and then 20 μl of secondary Ab solution, containing 500 fold diluted Alexa Fluor® 488 Goat anti-rabbit IgG (Life Technologies, A11001) and 0.002 mg/ml Hoeschst dye (Life technologies #H-3570), in PBS containing 0.05% polysorbate/Tween and 3% BSA, was added. After 1 h incubation at r.t., the plates were washed three times with 50 μl/well PBS, using a Biotek EL405 plate washer, and plates were sealed and kept in PBS at 4° C. until read. Plates were read using an ArrayScan VTI instrument, using an XF53 filter with 10× objective. A two laser set up was used to analyse nuclear staining with Hoeschst (405 nm) and secondary antibody staining of pSer1981 (488 nm).",B,,,BAO_0000190,BAO_0000219,cell-based format,CN(C)CCCOc1ccc(-c2ccc3ncc4c(c3c2)n(C2CCC2)c(=O)n4C)c(F)n1,,,CHEMBL3886912,,2016,"{'bei': '20.34', 'le': '0.38', 'lle': '5.00', 'sei': '14.02'}",CHEMBL3974856,,CHEMBL3974856,9.14,0,http://www.openphacts.org/units/Nanomolar,2893715,=,37,1,=,,IC50,nM,,0.722,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,nM,UO_0000065,,0.722
427724,17789394,[],CHEMBL3888991,"Cellular Assay: Assay a) HT29 cells (ECACC #85061109) were seeded into 384 well assay plates (Costar #3712) at a density of 3500 cells/well in 40 μl EMEM medium containing 1% L glutamine and 10% FBS and allowed to adhere overnight. The following morning compounds of Formula (I) in 100% DMSO were added to assay plates by acoustic dispensing. After 1 h incubation at 37° C. and 5% CO2 plates (up to 6 at a time) were irradiated using the X-RAD 320 instrument (PXi) with equivalent to Ë¿600 cGy. Plates were returned to the incubator for a further 1 h. Then cells were fixed by adding 20 μl of 3.7% formaldehyde in PBS solution and incubating for 20 minutes at r.t. before being washed with 50 μl/well PBS, using a Biotek EL405 plate washer. Then 20 μ 0.1% Triton X100 in PBS was added and incubated for 20 minutes at r.t., to permeabalise cells. Then the plates were washed once with 50 μl/well PBS, using a Biotek EL405 plate washer. Phospho-ATM Ser1981 antibody (Millipore #MAB3806) was diluted 10000 fold in PBS containing 0.05% polysorbate/Tween and 3% BSA and 20 μl was added to each well and incubated over night at r.t. The next morning plates were washed three times with 50 μl/well PBS, using a Biotek EL405 plate washer, and then 20 μl of secondary Ab solution, containing 500 fold diluted Alexa Fluor® 488 Goat anti-rabbit IgG (Life Technologies, A11001) and 0.002 mg/ml Hoeschst dye (Life technologies #H-3570), in PBS containing 0.05% polysorbate/Tween and 3% BSA, was added. After 1 h incubation at r.t., the plates were washed three times with 50 μl/well PBS, using a Biotek EL405 plate washer, and plates were sealed and kept in PBS at 4° C. until read. Plates were read using an ArrayScan VTI instrument, using an XF53 filter with 10× objective. A two laser set up was used to analyse nuclear staining with Hoeschst (405 nm) and secondary antibody staining of pSer1981 (488 nm).",B,,,BAO_0000190,BAO_0000219,cell-based format,CN(C)CCCOc1ccc(-c2ccc3ncc4c(c3c2)n(C2COC2)c(=O)n4C)c(F)n1,,,CHEMBL3886912,,2016,"{'bei': '18.43', 'le': '0.34', 'lle': '5.33', 'sei': '11.18'}",CHEMBL3932835,,CHEMBL3932835,8.32,0,http://www.openphacts.org/units/Nanomolar,2893716,=,37,1,=,,IC50,nM,,4.76,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,nM,UO_0000065,,4.76
427725,17789395,[],CHEMBL3888991,"Cellular Assay: Assay a) HT29 cells (ECACC #85061109) were seeded into 384 well assay plates (Costar #3712) at a density of 3500 cells/well in 40 μl EMEM medium containing 1% L glutamine and 10% FBS and allowed to adhere overnight. The following morning compounds of Formula (I) in 100% DMSO were added to assay plates by acoustic dispensing. After 1 h incubation at 37° C. and 5% CO2 plates (up to 6 at a time) were irradiated using the X-RAD 320 instrument (PXi) with equivalent to Ë¿600 cGy. Plates were returned to the incubator for a further 1 h. Then cells were fixed by adding 20 μl of 3.7% formaldehyde in PBS solution and incubating for 20 minutes at r.t. before being washed with 50 μl/well PBS, using a Biotek EL405 plate washer. Then 20 μ 0.1% Triton X100 in PBS was added and incubated for 20 minutes at r.t., to permeabalise cells. Then the plates were washed once with 50 μl/well PBS, using a Biotek EL405 plate washer. Phospho-ATM Ser1981 antibody (Millipore #MAB3806) was diluted 10000 fold in PBS containing 0.05% polysorbate/Tween and 3% BSA and 20 μl was added to each well and incubated over night at r.t. The next morning plates were washed three times with 50 μl/well PBS, using a Biotek EL405 plate washer, and then 20 μl of secondary Ab solution, containing 500 fold diluted Alexa Fluor® 488 Goat anti-rabbit IgG (Life Technologies, A11001) and 0.002 mg/ml Hoeschst dye (Life technologies #H-3570), in PBS containing 0.05% polysorbate/Tween and 3% BSA, was added. After 1 h incubation at r.t., the plates were washed three times with 50 μl/well PBS, using a Biotek EL405 plate washer, and plates were sealed and kept in PBS at 4° C. until read. Plates were read using an ArrayScan VTI instrument, using an XF53 filter with 10× objective. A two laser set up was used to analyse nuclear staining with Hoeschst (405 nm) and secondary antibody staining of pSer1981 (488 nm).",B,,,BAO_0000190,BAO_0000219,cell-based format,Cn1c(=O)n(C2CCOCC2)c2c3cc(-c4ccc(OCCCN5CCCCC5)nc4)c(F)cc3ncc21,,,CHEMBL3886912,,2016,"{'bei': '17.24', 'le': '0.32', 'lle': '4.26', 'sei': '12.04'}",CHEMBL3946515,,CHEMBL3946515,8.96,0,http://www.openphacts.org/units/Nanomolar,2893717,=,37,1,=,,IC50,nM,,1.1,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,nM,UO_0000065,,1.1
427726,17789396,[],CHEMBL3888991,"Cellular Assay: Assay a) HT29 cells (ECACC #85061109) were seeded into 384 well assay plates (Costar #3712) at a density of 3500 cells/well in 40 μl EMEM medium containing 1% L glutamine and 10% FBS and allowed to adhere overnight. The following morning compounds of Formula (I) in 100% DMSO were added to assay plates by acoustic dispensing. After 1 h incubation at 37° C. and 5% CO2 plates (up to 6 at a time) were irradiated using the X-RAD 320 instrument (PXi) with equivalent to Ë¿600 cGy. Plates were returned to the incubator for a further 1 h. Then cells were fixed by adding 20 μl of 3.7% formaldehyde in PBS solution and incubating for 20 minutes at r.t. before being washed with 50 μl/well PBS, using a Biotek EL405 plate washer. Then 20 μ 0.1% Triton X100 in PBS was added and incubated for 20 minutes at r.t., to permeabalise cells. Then the plates were washed once with 50 μl/well PBS, using a Biotek EL405 plate washer. Phospho-ATM Ser1981 antibody (Millipore #MAB3806) was diluted 10000 fold in PBS containing 0.05% polysorbate/Tween and 3% BSA and 20 μl was added to each well and incubated over night at r.t. The next morning plates were washed three times with 50 μl/well PBS, using a Biotek EL405 plate washer, and then 20 μl of secondary Ab solution, containing 500 fold diluted Alexa Fluor® 488 Goat anti-rabbit IgG (Life Technologies, A11001) and 0.002 mg/ml Hoeschst dye (Life technologies #H-3570), in PBS containing 0.05% polysorbate/Tween and 3% BSA, was added. After 1 h incubation at r.t., the plates were washed three times with 50 μl/well PBS, using a Biotek EL405 plate washer, and plates were sealed and kept in PBS at 4° C. until read. Plates were read using an ArrayScan VTI instrument, using an XF53 filter with 10× objective. A two laser set up was used to analyse nuclear staining with Hoeschst (405 nm) and secondary antibody staining of pSer1981 (488 nm).",B,,,BAO_0000190,BAO_0000219,cell-based format,Cn1c(=O)n([C@@H]2CCOC2)c2c3cc(-c4ccc(OCCCN5CCCCC5)nc4)ccc3ncc21,,,CHEMBL3886912,,2016,"{'bei': '18.76', 'le': '0.35', 'lle': '4.98', 'sei': '12.29'}",CHEMBL4110616,,CHEMBL4110616,9.15,0,http://www.openphacts.org/units/Nanomolar,2893718,=,37,1,=,,IC50,nM,,0.715,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,nM,UO_0000065,,0.715
427727,17789397,[],CHEMBL3888991,"Cellular Assay: Assay a) HT29 cells (ECACC #85061109) were seeded into 384 well assay plates (Costar #3712) at a density of 3500 cells/well in 40 μl EMEM medium containing 1% L glutamine and 10% FBS and allowed to adhere overnight. The following morning compounds of Formula (I) in 100% DMSO were added to assay plates by acoustic dispensing. After 1 h incubation at 37° C. and 5% CO2 plates (up to 6 at a time) were irradiated using the X-RAD 320 instrument (PXi) with equivalent to Ë¿600 cGy. Plates were returned to the incubator for a further 1 h. Then cells were fixed by adding 20 μl of 3.7% formaldehyde in PBS solution and incubating for 20 minutes at r.t. before being washed with 50 μl/well PBS, using a Biotek EL405 plate washer. Then 20 μ 0.1% Triton X100 in PBS was added and incubated for 20 minutes at r.t., to permeabalise cells. Then the plates were washed once with 50 μl/well PBS, using a Biotek EL405 plate washer. Phospho-ATM Ser1981 antibody (Millipore #MAB3806) was diluted 10000 fold in PBS containing 0.05% polysorbate/Tween and 3% BSA and 20 μl was added to each well and incubated over night at r.t. The next morning plates were washed three times with 50 μl/well PBS, using a Biotek EL405 plate washer, and then 20 μl of secondary Ab solution, containing 500 fold diluted Alexa Fluor® 488 Goat anti-rabbit IgG (Life Technologies, A11001) and 0.002 mg/ml Hoeschst dye (Life technologies #H-3570), in PBS containing 0.05% polysorbate/Tween and 3% BSA, was added. After 1 h incubation at r.t., the plates were washed three times with 50 μl/well PBS, using a Biotek EL405 plate washer, and plates were sealed and kept in PBS at 4° C. until read. Plates were read using an ArrayScan VTI instrument, using an XF53 filter with 10× objective. A two laser set up was used to analyse nuclear staining with Hoeschst (405 nm) and secondary antibody staining of pSer1981 (488 nm).",B,,,BAO_0000190,BAO_0000219,cell-based format,Cn1c(=O)n([C@H]2CCOC2)c2c3cc(-c4ccc(OCCCN5CCCCC5)nc4)ccc3ncc21,,,CHEMBL3886912,,2016,"{'bei': '19.09', 'le': '0.35', 'lle': '5.14', 'sei': '12.51'}",CHEMBL3964241,,CHEMBL3964241,9.31,0,http://www.openphacts.org/units/Nanomolar,2893719,=,37,1,=,,IC50,nM,,0.493,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,nM,UO_0000065,,0.493
427728,17789398,[],CHEMBL3888991,"Cellular Assay: Assay a) HT29 cells (ECACC #85061109) were seeded into 384 well assay plates (Costar #3712) at a density of 3500 cells/well in 40 μl EMEM medium containing 1% L glutamine and 10% FBS and allowed to adhere overnight. The following morning compounds of Formula (I) in 100% DMSO were added to assay plates by acoustic dispensing. After 1 h incubation at 37° C. and 5% CO2 plates (up to 6 at a time) were irradiated using the X-RAD 320 instrument (PXi) with equivalent to Ë¿600 cGy. Plates were returned to the incubator for a further 1 h. Then cells were fixed by adding 20 μl of 3.7% formaldehyde in PBS solution and incubating for 20 minutes at r.t. before being washed with 50 μl/well PBS, using a Biotek EL405 plate washer. Then 20 μ 0.1% Triton X100 in PBS was added and incubated for 20 minutes at r.t., to permeabalise cells. Then the plates were washed once with 50 μl/well PBS, using a Biotek EL405 plate washer. Phospho-ATM Ser1981 antibody (Millipore #MAB3806) was diluted 10000 fold in PBS containing 0.05% polysorbate/Tween and 3% BSA and 20 μl was added to each well and incubated over night at r.t. The next morning plates were washed three times with 50 μl/well PBS, using a Biotek EL405 plate washer, and then 20 μl of secondary Ab solution, containing 500 fold diluted Alexa Fluor® 488 Goat anti-rabbit IgG (Life Technologies, A11001) and 0.002 mg/ml Hoeschst dye (Life technologies #H-3570), in PBS containing 0.05% polysorbate/Tween and 3% BSA, was added. After 1 h incubation at r.t., the plates were washed three times with 50 μl/well PBS, using a Biotek EL405 plate washer, and plates were sealed and kept in PBS at 4° C. until read. Plates were read using an ArrayScan VTI instrument, using an XF53 filter with 10× objective. A two laser set up was used to analyse nuclear staining with Hoeschst (405 nm) and secondary antibody staining of pSer1981 (488 nm).",B,,,BAO_0000190,BAO_0000219,cell-based format,Cn1c(=O)n(C2COC2)c2c3cc(-c4ccc(OCCCN5CCCCC5)nc4)ccc3ncc21,,,CHEMBL3886912,,2016,"{'bei': '17.99', 'le': '0.33', 'lle': '4.74', 'sei': '11.45'}",CHEMBL3899194,,CHEMBL3899194,8.52,0,http://www.openphacts.org/units/Nanomolar,2893720,=,37,1,=,,IC50,nM,,3.02,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,nM,UO_0000065,,3.02
427729,17789399,[],CHEMBL3888991,"Cellular Assay: Assay a) HT29 cells (ECACC #85061109) were seeded into 384 well assay plates (Costar #3712) at a density of 3500 cells/well in 40 μl EMEM medium containing 1% L glutamine and 10% FBS and allowed to adhere overnight. The following morning compounds of Formula (I) in 100% DMSO were added to assay plates by acoustic dispensing. After 1 h incubation at 37° C. and 5% CO2 plates (up to 6 at a time) were irradiated using the X-RAD 320 instrument (PXi) with equivalent to Ë¿600 cGy. Plates were returned to the incubator for a further 1 h. Then cells were fixed by adding 20 μl of 3.7% formaldehyde in PBS solution and incubating for 20 minutes at r.t. before being washed with 50 μl/well PBS, using a Biotek EL405 plate washer. Then 20 μ 0.1% Triton X100 in PBS was added and incubated for 20 minutes at r.t., to permeabalise cells. Then the plates were washed once with 50 μl/well PBS, using a Biotek EL405 plate washer. Phospho-ATM Ser1981 antibody (Millipore #MAB3806) was diluted 10000 fold in PBS containing 0.05% polysorbate/Tween and 3% BSA and 20 μl was added to each well and incubated over night at r.t. The next morning plates were washed three times with 50 μl/well PBS, using a Biotek EL405 plate washer, and then 20 μl of secondary Ab solution, containing 500 fold diluted Alexa Fluor® 488 Goat anti-rabbit IgG (Life Technologies, A11001) and 0.002 mg/ml Hoeschst dye (Life technologies #H-3570), in PBS containing 0.05% polysorbate/Tween and 3% BSA, was added. After 1 h incubation at r.t., the plates were washed three times with 50 μl/well PBS, using a Biotek EL405 plate washer, and plates were sealed and kept in PBS at 4° C. until read. Plates were read using an ArrayScan VTI instrument, using an XF53 filter with 10× objective. A two laser set up was used to analyse nuclear staining with Hoeschst (405 nm) and secondary antibody staining of pSer1981 (488 nm).",B,,,BAO_0000190,BAO_0000219,cell-based format,Cn1c(=O)n(C2CCC2)c2c3cc(-c4ccc(OCCCN5CCCCC5)nc4)ccc3ncc21,,,CHEMBL3886912,,2016,"{'bei': '19.85', 'le': '0.37', 'lle': '4.43', 'sei': '14.36'}",CHEMBL3970378,,CHEMBL3970378,9.36,0,http://www.openphacts.org/units/Nanomolar,2893721,=,37,1,=,,IC50,nM,,0.434,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,nM,UO_0000065,,0.434
427730,17789400,[],CHEMBL3888991,"Cellular Assay: Assay a) HT29 cells (ECACC #85061109) were seeded into 384 well assay plates (Costar #3712) at a density of 3500 cells/well in 40 μl EMEM medium containing 1% L glutamine and 10% FBS and allowed to adhere overnight. The following morning compounds of Formula (I) in 100% DMSO were added to assay plates by acoustic dispensing. After 1 h incubation at 37° C. and 5% CO2 plates (up to 6 at a time) were irradiated using the X-RAD 320 instrument (PXi) with equivalent to Ë¿600 cGy. Plates were returned to the incubator for a further 1 h. Then cells were fixed by adding 20 μl of 3.7% formaldehyde in PBS solution and incubating for 20 minutes at r.t. before being washed with 50 μl/well PBS, using a Biotek EL405 plate washer. Then 20 μ 0.1% Triton X100 in PBS was added and incubated for 20 minutes at r.t., to permeabalise cells. Then the plates were washed once with 50 μl/well PBS, using a Biotek EL405 plate washer. Phospho-ATM Ser1981 antibody (Millipore #MAB3806) was diluted 10000 fold in PBS containing 0.05% polysorbate/Tween and 3% BSA and 20 μl was added to each well and incubated over night at r.t. The next morning plates were washed three times with 50 μl/well PBS, using a Biotek EL405 plate washer, and then 20 μl of secondary Ab solution, containing 500 fold diluted Alexa Fluor® 488 Goat anti-rabbit IgG (Life Technologies, A11001) and 0.002 mg/ml Hoeschst dye (Life technologies #H-3570), in PBS containing 0.05% polysorbate/Tween and 3% BSA, was added. After 1 h incubation at r.t., the plates were washed three times with 50 μl/well PBS, using a Biotek EL405 plate washer, and plates were sealed and kept in PBS at 4° C. until read. Plates were read using an ArrayScan VTI instrument, using an XF53 filter with 10× objective. A two laser set up was used to analyse nuclear staining with Hoeschst (405 nm) and secondary antibody staining of pSer1981 (488 nm).",B,,,BAO_0000190,BAO_0000219,cell-based format,Cn1c(=O)n(C2CCC2)c2c3cc(-c4ccc(OCCCN5CCCC5)nc4)ccc3ncc21,,,CHEMBL3886912,,2016,"{'bei': '20.78', 'le': '0.38', 'lle': '4.97', 'sei': '14.59'}",CHEMBL3890876,,CHEMBL3890876,9.51,0,http://www.openphacts.org/units/Nanomolar,2893722,=,37,1,=,,IC50,nM,,0.31,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,nM,UO_0000065,,0.31
427731,17789401,[],CHEMBL3888991,"Cellular Assay: Assay a) HT29 cells (ECACC #85061109) were seeded into 384 well assay plates (Costar #3712) at a density of 3500 cells/well in 40 μl EMEM medium containing 1% L glutamine and 10% FBS and allowed to adhere overnight. The following morning compounds of Formula (I) in 100% DMSO were added to assay plates by acoustic dispensing. After 1 h incubation at 37° C. and 5% CO2 plates (up to 6 at a time) were irradiated using the X-RAD 320 instrument (PXi) with equivalent to Ë¿600 cGy. Plates were returned to the incubator for a further 1 h. Then cells were fixed by adding 20 μl of 3.7% formaldehyde in PBS solution and incubating for 20 minutes at r.t. before being washed with 50 μl/well PBS, using a Biotek EL405 plate washer. Then 20 μ 0.1% Triton X100 in PBS was added and incubated for 20 minutes at r.t., to permeabalise cells. Then the plates were washed once with 50 μl/well PBS, using a Biotek EL405 plate washer. Phospho-ATM Ser1981 antibody (Millipore #MAB3806) was diluted 10000 fold in PBS containing 0.05% polysorbate/Tween and 3% BSA and 20 μl was added to each well and incubated over night at r.t. The next morning plates were washed three times with 50 μl/well PBS, using a Biotek EL405 plate washer, and then 20 μl of secondary Ab solution, containing 500 fold diluted Alexa Fluor® 488 Goat anti-rabbit IgG (Life Technologies, A11001) and 0.002 mg/ml Hoeschst dye (Life technologies #H-3570), in PBS containing 0.05% polysorbate/Tween and 3% BSA, was added. After 1 h incubation at r.t., the plates were washed three times with 50 μl/well PBS, using a Biotek EL405 plate washer, and plates were sealed and kept in PBS at 4° C. until read. Plates were read using an ArrayScan VTI instrument, using an XF53 filter with 10× objective. A two laser set up was used to analyse nuclear staining with Hoeschst (405 nm) and secondary antibody staining of pSer1981 (488 nm).",B,,,BAO_0000190,BAO_0000219,cell-based format,Cn1c(=O)n([C@@H]2CCCOC2)c2c3cc(-c4ccc(OCCCN5CCCC5)nc4)ccc3ncc21,,,CHEMBL3886912,,2016,"{'bei': '19.76', 'le': '0.37', 'lle': '5.46', 'sei': '12.95'}",CHEMBL4110135,,CHEMBL4110135,9.63,0,http://www.openphacts.org/units/Nanomolar,2893723,=,37,1,=,,IC50,nM,,0.233,CHEMBL3797,Homo sapiens,Serine-protein kinase ATM,9606,,,IC50,nM,UO_0000065,,0.233
